test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.6.15,fibonacci_oldVersions.py 100000,0.284415,1392,1686826413.925204,-,-,643,16.92,3801,1897,1.60,808,0,9,272,900,549,404,0,306,1,82,0.01,1.20,6.45,4.80,5.92,0.00,34.54,0.36,29.70,26.63,2.41,3.76,50.28,70,71,92.47,300,300,128.73,98.84,7.37,7.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.17,4.36,0.02,0.33,0.00,0.00
2,Python 3.6.15,fibonacci_oldVersions.py 100000,0.292333,2876,1686826414.256509,-,-,596,16.57,3609,1891,1.66,691,0,3,34,83,110,355,0,410,1,113,0.00,0.33,0.78,1.25,6.90,0.00,37.35,0.00,36.42,18.51,3.16,7.71,54.05,69,69,88.26,300,300,125.85,98.54,10.90,10.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.89,4.00,0.04,0.35,0.00,0.00
3,Python 3.6.15,fibonacci_oldVersions.py 100000,0.314735,1286,1686826414.622544,-,-,747,22.94,3254,1897,1.36,1193,0,13,2805,1439,184,199,0,222,1,112,0.01,6.67,4.67,1.03,2.74,0.00,24.27,0.06,37.68,23.79,0.60,1.39,51.28,72,72,92.78,300,300,152.70,99.24,7.03,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.34,4.35,0.02,0.40,0.00,0.00
4,Python 3.6.15,fibonacci_oldVersions.py 100000,0.279730,1324,1686826414.943142,-,-,545,14.27,3815,1896,1.80,685,0,10,72,97,83,235,1,392,1,97,0.01,1.16,1.14,1.30,6.66,0.10,41.48,0.00,33.73,18.57,3.23,7.88,56.06,71,72,95.09,300,300,112.99,98.80,4.40,4.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.71,3.84,0.01,0.30,0.00,0.00
5,Python 3.6.15,fibonacci_oldVersions.py 100000,0.282322,1399,1686826415.265186,-,-,504,13.46,3742,1896,1.87,542,0,0,9,32,58,201,0,280,0,83,0.00,0.32,0.33,0.78,4.27,0.00,32.50,0.00,48.27,15.69,3.41,3.71,63.73,71,72,96.70,300,300,106.54,99.20,2.82,2.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,3.56,0.01,0.29,0.00,0.00
6,Python 3.6.15,fibonacci_oldVersions.py 100000,0.320353,1356,1686826415.628208,-,-,735,26.22,2804,1896,1.39,1339,0,10,1446,1848,929,664,0,260,0,136,0.01,3.49,8.85,6.10,7.46,0.00,19.54,0.00,28.32,29.42,3.18,4.03,37.15,71,72,95.52,300,300,163.62,98.98,3.88,3.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.31,4.39,0.01,0.37,0.00,0.00
7,Python 3.6.15,fibonacci_oldVersions.py 100000,0.284632,1374,1686826415.954107,-,-,522,13.97,3734,1896,1.85,573,0,1,21,103,74,236,0,304,1,87,0.00,0.31,2.67,1.05,5.28,0.00,35.53,0.47,40.59,20.65,2.35,7.00,56.03,69,71,95.56,300,300,111.27,98.95,3.92,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.53,3.71,0.01,0.30,0.00,0.00
8,Python 3.6.15,fibonacci_oldVersions.py 100000,0.285012,1438,1686826416.272198,-,-,539,14.37,3756,1895,1.78,663,0,17,115,47,67,229,0,327,1,119,0.00,1.14,0.50,0.95,5.90,0.00,36.83,0.32,39.87,17.13,2.85,4.85,60.80,70,71,91.93,300,300,112.66,99.08,7.49,7.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.63,3.76,0.02,0.31,0.00,0.00
9,Python 3.6.15,fibonacci_oldVersions.py 100000,0.323957,1540,1686826416.634422,-,-,761,27.22,2795,1895,1.37,1479,0,22,1530,1787,892,812,0,275,0,154,0.01,3.39,8.62,5.43,9.35,0.00,12.48,0.00,33.45,28.57,3.70,5.07,35.43,72,73,96.93,300,300,169.88,98.84,2.92,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.43,4.50,0.01,0.37,0.00,0.00
10,Python 3.6.15,fibonacci_oldVersions.py 100000,0.285812,5444,1686826416.960620,-,-,522,13.98,3759,1883,1.82,606,0,4,31,98,95,276,0,290,0,87,0.00,0.52,1.47,1.49,6.51,0.00,30.19,0.00,45.16,17.75,3.60,6.95,57.71,66,71,92.72,300,300,108.64,98.24,5.63,5.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.59,3.70,0.02,0.30,0.00,0.00
